epoch,accuracy,loss
0,0.003504672786220908,5.352952480316162
1,0.0048397863283753395,5.302355766296387
2,0.007176234852522612,5.295283317565918
3,0.01034712977707386,5.280701637268066
4,0.016522029414772987,5.234652996063232
5,0.03504673019051552,5.082616806030273
6,0.051568757742643356,4.845555305480957
7,0.07543390989303589,4.576675891876221
8,0.09379172325134277,4.3908562660217285
9,0.1214953288435936,4.253756046295166
10,0.1426902562379837,4.128708839416504
11,0.1570427268743515,4.013589859008789
12,0.20994660258293152,3.8704075813293457
13,0.2459946572780609,3.730058431625366
14,0.29072096943855286,3.607722043991089
15,0.31942591071128845,3.507033348083496
16,0.38434579968452454,3.391545534133911
17,0.4113818407058716,3.295565605163574
18,0.44108811020851135,3.2100861072540283
19,0.48314419388771057,3.095252275466919
20,0.5026702284812927,3.029083013534546
21,0.5260347127914429,2.9260904788970947
22,0.5555741190910339,2.8375205993652344
23,0.5836114883422852,2.7513012886047363
24,0.5997997522354126,2.670260190963745
25,0.6311749219894409,2.580683469772339
26,0.6491989493370056,2.5111374855041504
27,0.6738985180854797,2.420285224914551
28,0.6849132180213928,2.35593318939209
29,0.712950587272644,2.2649765014648438
30,0.7266355156898499,2.1990737915039062
31,0.7361481785774231,2.1228392124176025
32,0.7553404569625854,2.0660152435302734
33,0.7660213708877563,1.9990367889404297
34,0.78387850522995,1.9199150800704956
35,0.7952269911766052,1.8665571212768555
36,0.8087449669837952,1.8131035566329956
37,0.8144192099571228,1.7522634267807007
38,0.8277703523635864,1.68614661693573
39,0.8436248302459717,1.6239864826202393
40,0.8536381721496582,1.5430933237075806
41,0.8598130941390991,1.501158595085144
42,0.8726635575294495,1.4264216423034668
43,0.8790053129196167,1.3572291135787964
44,0.8843457698822021,1.3096392154693604
45,0.893524706363678,1.262157917022705
46,0.8991989493370056,1.1957873106002808
47,0.9030373692512512,1.1632846593856812
48,0.9150534272193909,1.0999963283538818
49,0.9117156267166138,1.0628798007965088
50,0.9207276105880737,1.0127986669540405
51,0.9310747385025024,0.961945116519928
52,0.9364151954650879,0.9228252172470093
53,0.9362483024597168,0.886204719543457
54,0.9385848045349121,0.8553710579872131
55,0.9490988254547119,0.8049876093864441
56,0.9477636814117432,0.7825815081596375
57,0.9511014819145203,0.7448617219924927
58,0.9556074738502502,0.7269622087478638
59,0.9567757248878479,0.6862353682518005
60,0.9631174802780151,0.6443572044372559
61,0.9667890667915344,0.6213475465774536
62,0.9699599742889404,0.602645218372345
63,0.9734646081924438,0.5738826394081116
64,0.9731308221817017,0.5589557886123657
65,0.9719626307487488,0.5410051345825195
66,0.9784712791442871,0.5065093636512756
67,0.978304386138916,0.48923009634017944
